snapshot_ts,route,3F24CFF9046300D9,B34F59A0270AEDA4,eta_A,eta_B,delta_s
2025-11-03 23:34:29.111846+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:34:29.111846+00:00,65X,2025-11-04 08:14:27+08:00,2025-11-04 08:15:14+08:00,2025-11-04 08:14:27+08:00,2025-11-04 08:15:14+08:00,47.0
2025-11-03 23:34:59.262149+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:34:59.262149+00:00,65X,2025-11-04 08:14:28+08:00,2025-11-04 08:15:14+08:00,2025-11-04 08:14:28+08:00,2025-11-04 08:15:14+08:00,46.0
2025-11-03 23:35:29.434069+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:35:29.434069+00:00,65X,2025-11-04 08:14:28+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:28+08:00,2025-11-04 08:15:15+08:00,47.0
2025-11-03 23:35:59.609071+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:35:59.609071+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:36:30.241982+00:00,272A,2025-11-04 07:39:24+08:00,2025-11-04 07:41:34+08:00,2025-11-04 07:39:24+08:00,2025-11-04 07:41:34+08:00,130.0
2025-11-03 23:36:30.241982+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:36:30.241982+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:37:00.467921+00:00,272A,2025-11-04 07:39:24+08:00,2025-11-04 07:41:33+08:00,2025-11-04 07:39:24+08:00,2025-11-04 07:41:33+08:00,129.0
2025-11-03 23:37:00.467921+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:37:00.467921+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:15+08:00,46.0
2025-11-03 23:37:30.734433+00:00,272A,2025-11-04 07:39:24+08:00,2025-11-04 07:41:33+08:00,2025-11-04 07:39:24+08:00,2025-11-04 07:41:33+08:00,129.0
2025-11-03 23:37:30.734433+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:37:30.734433+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:15+08:00,46.0
2025-11-03 23:38:00.852192+00:00,272A,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,128.0
2025-11-03 23:38:00.852192+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:38:00.852192+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:38:31.145818+00:00,272A,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,128.0
2025-11-03 23:38:31.145818+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:38:31.145818+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:39:01.294613+00:00,272A,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,128.0
2025-11-03 23:39:01.294613+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:39:01.294613+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:39:31.606323+00:00,272A,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,2025-11-04 07:39:33+08:00,2025-11-04 07:41:41+08:00,128.0
2025-11-03 23:39:31.606323+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:39:31.606323+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:40:01.730991+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:40:01.730991+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:20+08:00,51.0
2025-11-03 23:40:32.255391+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:40:32.255391+00:00,65X,2025-11-04 08:14:30+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:30+08:00,2025-11-04 08:15:20+08:00,50.0
2025-11-03 23:41:02.367144+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:41:02.367144+00:00,65X,2025-11-04 08:14:30+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:30+08:00,2025-11-04 08:15:20+08:00,50.0
2025-11-03 23:41:32.493395+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:41:32.493395+00:00,65X,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,47.0
2025-11-03 23:42:02.654386+00:00,272A,2025-11-04 07:49:45+08:00,2025-11-04 07:51:23+08:00,2025-11-04 07:49:45+08:00,2025-11-04 07:51:23+08:00,98.0
2025-11-03 23:42:02.654386+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:42:02.654386+00:00,65X,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,47.0
2025-11-03 23:42:32.779146+00:00,272A,2025-11-04 07:50:04+08:00,2025-11-04 07:52:11+08:00,2025-11-04 07:50:04+08:00,2025-11-04 07:52:11+08:00,127.0
2025-11-03 23:42:32.779146+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:42:32.779146+00:00,65X,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,46.0
2025-11-03 23:43:02.982270+00:00,272A,2025-11-04 07:50:34+08:00,2025-11-04 07:52:11+08:00,2025-11-04 07:50:34+08:00,2025-11-04 07:52:11+08:00,97.0
2025-11-03 23:43:02.982270+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:43:02.982270+00:00,65X,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,46.0
2025-11-03 23:43:33.229841+00:00,272A,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,141.0
2025-11-03 23:43:33.229841+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:43:33.229841+00:00,65X,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,46.0
2025-11-03 23:44:03.413855+00:00,272A,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,141.0
2025-11-03 23:44:03.413855+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:44:03.413855+00:00,65X,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,46.0
2025-11-03 23:44:33.612538+00:00,272A,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,2025-11-04 07:50:34+08:00,2025-11-04 07:52:55+08:00,141.0
2025-11-03 23:44:33.612538+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:44:33.612538+00:00,65X,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:14:36+08:00,2025-11-04 08:15:22+08:00,46.0
2025-11-03 23:45:03.698181+00:00,272A,2025-11-04 07:50:16+08:00,2025-11-04 07:52:22+08:00,2025-11-04 07:50:16+08:00,2025-11-04 07:52:22+08:00,126.0
2025-11-03 23:45:03.698181+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:45:03.698181+00:00,65X,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,47.0
2025-11-03 23:45:34.214538+00:00,272A,2025-11-04 07:50:16+08:00,2025-11-04 07:52:22+08:00,2025-11-04 07:50:16+08:00,2025-11-04 07:52:22+08:00,126.0
2025-11-03 23:45:34.214538+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:45:34.214538+00:00,65X,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,2025-11-04 08:14:33+08:00,2025-11-04 08:15:20+08:00,47.0
2025-11-03 23:46:04.350238+00:00,272A,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,126.0
2025-11-03 23:46:04.350238+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:46:04.350238+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:46:34.525977+00:00,272A,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,126.0
2025-11-03 23:46:34.525977+00:00,274,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,2025-11-04 08:14:11+08:00,2025-11-04 08:15:27+08:00,76.0
2025-11-03 23:46:34.525977+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:47:04.625000+00:00,272A,2025-11-04 07:50:21+08:00,2025-11-04 07:52:27+08:00,2025-11-04 07:50:21+08:00,2025-11-04 07:52:27+08:00,126.0
2025-11-03 23:47:04.625000+00:00,274,2025-11-04 08:16:21+08:00,2025-11-04 08:17:40+08:00,2025-11-04 08:16:21+08:00,2025-11-04 08:17:40+08:00,79.0
2025-11-03 23:47:04.625000+00:00,65X,2025-11-04 08:14:28+08:00,2025-11-04 08:15:15+08:00,2025-11-04 08:14:28+08:00,2025-11-04 08:15:15+08:00,47.0
2025-11-03 23:47:34.802153+00:00,272A,2025-11-04 07:50:21+08:00,2025-11-04 07:52:24+08:00,2025-11-04 07:50:21+08:00,2025-11-04 07:52:24+08:00,123.0
2025-11-03 23:47:34.802153+00:00,274,2025-11-04 08:16:21+08:00,2025-11-04 08:17:31+08:00,2025-11-04 08:16:21+08:00,2025-11-04 08:17:31+08:00,70.0
2025-11-03 23:47:34.802153+00:00,65X,2025-11-04 08:14:28+08:00,2025-11-04 08:15:17+08:00,2025-11-04 08:14:28+08:00,2025-11-04 08:15:17+08:00,49.0
2025-11-03 23:48:05.165945+00:00,272A,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,2025-11-04 07:50:18+08:00,2025-11-04 07:52:24+08:00,126.0
2025-11-03 23:48:05.165945+00:00,274,2025-11-04 08:15:49+08:00,2025-11-04 08:17:31+08:00,2025-11-04 08:15:49+08:00,2025-11-04 08:17:31+08:00,102.0
2025-11-03 23:48:05.165945+00:00,65X,2025-11-04 08:14:30+08:00,2025-11-04 08:15:17+08:00,2025-11-04 08:14:30+08:00,2025-11-04 08:15:17+08:00,47.0
2025-11-03 23:48:35.297888+00:00,272A,2025-11-04 07:50:18+08:00,2025-11-04 07:52:25+08:00,2025-11-04 07:50:18+08:00,2025-11-04 07:52:25+08:00,127.0
2025-11-03 23:48:35.297888+00:00,274,2025-11-04 08:15:49+08:00,2025-11-04 08:17:10+08:00,2025-11-04 08:15:49+08:00,2025-11-04 08:17:10+08:00,81.0
2025-11-03 23:48:35.297888+00:00,65X,2025-11-04 08:14:30+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:30+08:00,2025-11-04 08:15:16+08:00,46.0
2025-11-03 23:49:06.950706+00:00,272A,2025-11-04 07:50:19+08:00,2025-11-04 07:52:25+08:00,2025-11-04 07:50:19+08:00,2025-11-04 07:52:25+08:00,126.0
2025-11-03 23:49:06.950706+00:00,274,2025-11-04 08:15:51+08:00,2025-11-04 08:17:40+08:00,2025-11-04 08:15:51+08:00,2025-11-04 08:17:40+08:00,109.0
2025-11-03 23:49:06.950706+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:49:37.219684+00:00,272A,2025-11-04 07:50:19+08:00,2025-11-04 07:52:25+08:00,2025-11-04 07:50:19+08:00,2025-11-04 07:52:25+08:00,126.0
2025-11-03 23:49:37.219684+00:00,274,2025-11-04 08:15:51+08:00,2025-11-04 08:17:40+08:00,2025-11-04 08:15:51+08:00,2025-11-04 08:17:40+08:00,109.0
2025-11-03 23:49:37.219684+00:00,65X,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,2025-11-04 08:14:29+08:00,2025-11-04 08:15:16+08:00,47.0
2025-11-03 23:50:07.508572+00:00,272A,2025-11-04 07:50:32+08:00,2025-11-04 07:52:39+08:00,2025-11-04 07:50:32+08:00,2025-11-04 07:52:39+08:00,127.0
2025-11-03 23:50:07.508572+00:00,274,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,80.0
2025-11-03 23:50:07.508572+00:00,65X,2025-11-04 08:14:39+08:00,2025-11-04 08:15:26+08:00,2025-11-04 08:14:39+08:00,2025-11-04 08:15:26+08:00,47.0
2025-11-03 23:50:37.664819+00:00,274,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,80.0
2025-11-03 23:50:37.664819+00:00,65X,2025-11-04 08:14:39+08:00,2025-11-04 08:15:26+08:00,2025-11-04 08:14:39+08:00,2025-11-04 08:15:26+08:00,47.0
2025-11-03 23:51:07.809025+00:00,274,2025-11-04 08:17:05+08:00,2025-11-04 08:18:18+08:00,2025-11-04 08:17:05+08:00,2025-11-04 08:18:18+08:00,73.0
2025-11-03 23:51:07.809025+00:00,65X,2025-11-04 08:14:52+08:00,2025-11-04 08:15:26+08:00,2025-11-04 08:14:52+08:00,2025-11-04 08:15:26+08:00,34.0
2025-11-03 23:51:37.964179+00:00,274,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,80.0
2025-11-03 23:51:37.964179+00:00,65X,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,47.0
2025-11-03 23:52:08.121893+00:00,274,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,80.0
2025-11-03 23:52:08.121893+00:00,65X,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,47.0
2025-11-03 23:52:38.335465+00:00,274,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,2025-11-04 08:17:05+08:00,2025-11-04 08:18:25+08:00,80.0
2025-11-03 23:52:38.335465+00:00,65X,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,2025-11-04 08:15:22+08:00,2025-11-04 08:16:09+08:00,47.0
2025-11-03 23:53:08.427286+00:00,272A,2025-11-04 07:59:29+08:00,2025-11-04 08:01:36+08:00,2025-11-04 07:59:29+08:00,2025-11-04 08:01:36+08:00,127.0
2025-11-03 23:53:08.427286+00:00,274,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,80.0
2025-11-03 23:53:08.427286+00:00,65X,2025-11-04 08:16:02+08:00,2025-11-04 08:16:48+08:00,2025-11-04 08:16:02+08:00,2025-11-04 08:16:48+08:00,46.0
2025-11-03 23:53:38.661077+00:00,272A,2025-11-04 07:59:29+08:00,2025-11-04 08:01:36+08:00,2025-11-04 07:59:29+08:00,2025-11-04 08:01:36+08:00,127.0
2025-11-03 23:53:38.661077+00:00,274,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,2025-11-04 08:16:58+08:00,2025-11-04 08:18:18+08:00,80.0
2025-11-03 23:53:38.661077+00:00,65X,2025-11-04 08:16:02+08:00,2025-11-04 08:16:48+08:00,2025-11-04 08:16:02+08:00,2025-11-04 08:16:48+08:00,46.0
2025-11-03 23:54:08.814970+00:00,274,2025-11-04 08:16:58+08:00,2025-11-04 08:18:44+08:00,2025-11-04 08:16:58+08:00,2025-11-04 08:18:44+08:00,106.0
2025-11-03 23:54:08.814970+00:00,65X,2025-11-04 08:16:02+08:00,2025-11-04 08:16:55+08:00,2025-11-04 08:16:02+08:00,2025-11-04 08:16:55+08:00,53.0
2025-11-03 23:54:38.945394+00:00,272A,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,126.0
2025-11-03 23:54:38.945394+00:00,274,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,80.0
2025-11-03 23:54:38.945394+00:00,65X,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,46.0
2025-11-03 23:55:09.181341+00:00,272A,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,126.0
2025-11-03 23:55:09.181341+00:00,274,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,80.0
2025-11-03 23:55:09.181341+00:00,65X,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,46.0
2025-11-03 23:55:39.306418+00:00,272A,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,2025-11-04 07:59:14+08:00,2025-11-04 08:01:20+08:00,126.0
2025-11-03 23:55:39.306418+00:00,274,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,2025-11-04 08:17:54+08:00,2025-11-04 08:19:14+08:00,80.0
2025-11-03 23:55:39.306418+00:00,65X,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,2025-11-04 08:16:30+08:00,2025-11-04 08:17:16+08:00,46.0
2025-11-03 23:56:09.531789+00:00,272A,2025-11-04 07:59:47+08:00,2025-11-04 08:01:54+08:00,2025-11-04 07:59:47+08:00,2025-11-04 08:01:54+08:00,127.0
2025-11-03 23:56:09.531789+00:00,274,2025-11-04 08:19:37+08:00,2025-11-04 08:20:56+08:00,2025-11-04 08:19:37+08:00,2025-11-04 08:20:56+08:00,79.0
2025-11-03 23:56:09.531789+00:00,65X,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,47.0
2025-11-03 23:56:39.928651+00:00,272A,2025-11-04 07:59:59+08:00,2025-11-04 08:02:11+08:00,2025-11-04 07:59:59+08:00,2025-11-04 08:02:11+08:00,132.0
2025-11-03 23:56:39.928651+00:00,274,2025-11-04 08:18:45+08:00,2025-11-04 08:20:04+08:00,2025-11-04 08:18:45+08:00,2025-11-04 08:20:04+08:00,79.0
2025-11-03 23:56:39.928651+00:00,65X,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,47.0
2025-11-03 23:57:10.137394+00:00,272A,2025-11-04 07:59:59+08:00,2025-11-04 08:02:11+08:00,2025-11-04 07:59:59+08:00,2025-11-04 08:02:11+08:00,132.0
2025-11-03 23:57:10.137394+00:00,274,2025-11-04 08:18:45+08:00,2025-11-04 08:20:04+08:00,2025-11-04 08:18:45+08:00,2025-11-04 08:20:04+08:00,79.0
2025-11-03 23:57:10.137394+00:00,65X,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,2025-11-04 08:15:56+08:00,2025-11-04 08:16:43+08:00,47.0
2025-11-03 23:57:40.251939+00:00,272A,2025-11-04 07:59:55+08:00,2025-11-04 08:02:08+08:00,2025-11-04 07:59:55+08:00,2025-11-04 08:02:08+08:00,133.0
2025-11-03 23:57:40.251939+00:00,274,2025-11-04 08:19:59+08:00,2025-11-04 08:21:19+08:00,2025-11-04 08:19:59+08:00,2025-11-04 08:21:19+08:00,80.0
2025-11-03 23:57:40.251939+00:00,65X,2025-11-04 08:16:21+08:00,2025-11-04 08:17:07+08:00,2025-11-04 08:16:21+08:00,2025-11-04 08:17:07+08:00,46.0
2025-11-03 23:58:10.473800+00:00,272A,2025-11-04 07:59:55+08:00,2025-11-04 08:02:08+08:00,2025-11-04 07:59:55+08:00,2025-11-04 08:02:08+08:00,133.0
2025-11-03 23:58:10.473800+00:00,274,2025-11-04 08:19:59+08:00,2025-11-04 08:21:19+08:00,2025-11-04 08:19:59+08:00,2025-11-04 08:21:19+08:00,80.0
2025-11-03 23:58:10.473800+00:00,65X,2025-11-04 08:16:21+08:00,2025-11-04 08:17:07+08:00,2025-11-04 08:16:21+08:00,2025-11-04 08:17:07+08:00,46.0
2025-11-03 23:58:40.674325+00:00,272A,2025-11-04 07:59:32+08:00,2025-11-04 08:01:40+08:00,2025-11-04 07:59:32+08:00,2025-11-04 08:01:40+08:00,128.0
2025-11-03 23:58:40.674325+00:00,274,2025-11-04 08:20:08+08:00,2025-11-04 08:21:28+08:00,2025-11-04 08:20:08+08:00,2025-11-04 08:21:28+08:00,80.0
2025-11-03 23:58:40.674325+00:00,65X,2025-11-04 08:16:50+08:00,2025-11-04 08:17:36+08:00,2025-11-04 08:16:50+08:00,2025-11-04 08:17:36+08:00,46.0
2025-11-03 23:59:11.202475+00:00,272A,2025-11-04 07:59:32+08:00,2025-11-04 08:01:40+08:00,2025-11-04 07:59:32+08:00,2025-11-04 08:01:40+08:00,128.0
2025-11-03 23:59:11.202475+00:00,274,2025-11-04 08:20:08+08:00,2025-11-04 08:21:28+08:00,2025-11-04 08:20:08+08:00,2025-11-04 08:21:28+08:00,80.0
2025-11-03 23:59:11.202475+00:00,65X,2025-11-04 08:16:50+08:00,2025-11-04 08:17:36+08:00,2025-11-04 08:16:50+08:00,2025-11-04 08:17:36+08:00,46.0
2025-11-03 23:59:41.341158+00:00,274,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,80.0
2025-11-03 23:59:41.341158+00:00,65X,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,47.0
2025-11-04 00:00:11.527894+00:00,274,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,80.0
2025-11-04 00:00:11.527894+00:00,65X,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,47.0
2025-11-04 00:00:41.625896+00:00,274,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,2025-11-04 08:20:37+08:00,2025-11-04 08:21:57+08:00,80.0
2025-11-04 00:00:41.625896+00:00,65X,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,2025-11-04 08:18:07+08:00,2025-11-04 08:18:54+08:00,47.0
2025-11-04 00:01:11.751104+00:00,274,2025-11-04 08:20:29+08:00,2025-11-04 08:21:49+08:00,2025-11-04 08:20:29+08:00,2025-11-04 08:21:49+08:00,80.0
2025-11-04 00:01:11.751104+00:00,65X,2025-11-04 08:18:25+08:00,2025-11-04 08:19:12+08:00,2025-11-04 08:18:25+08:00,2025-11-04 08:19:12+08:00,47.0
2025-11-04 00:01:42.102933+00:00,274,2025-11-04 08:20:29+08:00,2025-11-04 08:21:49+08:00,2025-11-04 08:20:29+08:00,2025-11-04 08:21:49+08:00,80.0
2025-11-04 00:01:42.102933+00:00,65X,2025-11-04 08:18:25+08:00,2025-11-04 08:19:12+08:00,2025-11-04 08:18:25+08:00,2025-11-04 08:19:12+08:00,47.0
2025-11-04 00:02:12.313104+00:00,274,2025-11-04 08:21:25+08:00,2025-11-04 08:22:45+08:00,2025-11-04 08:21:25+08:00,2025-11-04 08:22:45+08:00,80.0
